SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,13-00233734,03/01/2013,Front,,Boarded,FRONT,Vacant,False,False,2447,W,MARQUETTE,RD,60629.0,1161120.87923278,1860157.44510125,15.0,8.0,66.0,41.771953819502265,-87.6849362725914,"(41.771953819502265, -87.68493627259141)",2013-03-01
Vacant/Abandoned Building,13-00235053,03/01/2013,Rear,,Open,,Vacant,False,True,248,W,105TH,ST,60628.0,1176459.71293404,1835311.6539218999,34.0,5.0,49.0,41.70344273327933,-87.629453938125,"(41.70344273327933, -87.629453938125)",2013-03-01
Vacant/Abandoned Building,13-00236320,03/01/2013,Front,,Open,FRONT AND SIDE,Vacant,False,False,7915,S,CARPENTER,ST,60620.0,1170687.75842841,1852331.30130772,17.0,6.0,71.0,41.75027460906959,-87.6500949203378,"(41.75027460906959, -87.65009492033782)",2013-03-01
Vacant/Abandoned Building,13-00236345,03/01/2013,Rear,,Open,FRONT AND REAR,Vacant,False,False,808,S,INDEPENDENCE,BLVD,60624.0,1151387.83149041,1896084.98701121,24.0,11.0,26.0,41.87073971949364,-87.71967434527662,"(41.870739719493635, -87.71967434527663)",2013-03-01
Vacant/Abandoned Building,13-00237493,03/01/2013,,,,,,,,128,S,WHIPPLE,ST,60612.0,1156031.25602135,1899129.38089766,28.0,11.0,27.0,41.87900148855917,-87.7025445086788,"(41.879001488559176, -87.7025445086788)",2013-03-01
Vacant/Abandoned Building,13-00237567,03/01/2013,Front,,Boarded,,Vacant,False,False,5749,S,SEELEY,AVE,60636.0,1163676.55081509,1866518.41973,15.0,7.0,67.0,41.789355920508015,-87.67538952732117,"(41.789355920508015, -87.67538952732117)",2013-03-01
Vacant/Abandoned Building,13-00237697,03/01/2013,Front,,Open,,Vacant,False,True,2831,W,BELMONT,AVE,60618.0,1156906.7397828002,1921141.6631288999,33.0,14.0,21.0,41.93938732428433,-87.69873189767256,"(41.939387324284326, -87.69873189767257)",2013-03-01
Vacant/Abandoned Building,13-00238947,03/02/2013,Front,,Open,REAR,Vacant,False,False,2105,N,MELVINA,AVE,60639.0,1134741.70993043,1913208.08996805,29.0,25.0,19.0,41.918038051886526,-87.78038377552097,"(41.91803805188652, -87.78038377552097)",2013-03-02
Vacant/Abandoned Building,13-00239131,03/02/2013,Front,,Open,,Vacant,False,True,1515,W,THOMAS,ST,60642.0,1166074.78626883,1907425.97408073,27.0,12.0,24.0,41.90155947478617,-87.66542942175407,"(41.901559474786175, -87.66542942175408)",2013-03-02
Vacant/Abandoned Building,13-00239958,03/03/2013,Front,,Open,WINDOWS,Vacant,False,False,912,S,CLAREMONT,AVE,60612.0,1160859.19097597,1895906.99591492,25.0,12.0,28.0,41.870060227142545,-87.68490657173439,"(41.870060227142545, -87.68490657173439)",2013-03-03
