SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,11-03907043,10/05/2011,,,,,,,,1650,W,78TH,ST,60620.0,1166609.31851722,1852984.5575265,17.0,6.0,71.0,41.75215513685809,-87.66502159326704,"(41.752155136858086, -87.66502159326704)",2011-10-05
Vacant/Abandoned Building,11-03913489,10/06/2011,,,,,,,,4439,W,ALTGELD,ST,60639.0,1146363.11129656,1916312.56992244,31.0,25.0,20.0,41.92634349174138,-87.73760633557934,"(41.92634349174138, -87.73760633557934)",2011-10-06
Vacant/Abandoned Building,11-03913517,10/06/2011,,,,,,,,5539,S,ABERDEEN,ST,60621.0,1169928.37359243,1867990.01672234,16.0,7.0,68.0,41.79326057521934,-87.65242335673365,"(41.79326057521934, -87.65242335673364)",2011-10-06
Vacant/Abandoned Building,11-03941199,10/12/2011,,,,,,,,10453,S,WENTWORTH,AVE,60628.0,1176801.50708052,1835555.25181322,34.0,5.0,49.0,41.70410352766808,-87.6281950622718,"(41.704103527668074, -87.6281950622718)",2011-10-12
Vacant/Abandoned Building,11-03882896,10/01/2011,Front,,Open,DOORS FRONT & BACK,Vacant,False,False,6721,S,PEORIA,ST,60621.0,1171465.26189264,1860273.95558024,17.0,7.0,68.0,41.772053272464966,-87.64701358491067,"(41.772053272464966, -87.64701358491065)",2011-10-01
Vacant/Abandoned Building,11-03882988,10/01/2011,Front,,Open,,Vacant,False,True,1029,N,ST LOUIS,AVE,60651.0,1152853.31202499,1906635.67752955,27.0,11.0,23.0,41.89966302406507,-87.71401447608935,"(41.89966302406507, -87.71401447608935)",2011-10-01
Vacant/Abandoned Building,11-03883007,10/01/2011,Garage,,Open,,Vacant,False,False,3827,W,80TH,PL,60652.0,1152274.99320701,1850934.25219212,18.0,8.0,70.0,41.746822289740685,-87.71760485128522,"(41.74682228974069, -87.7176048512852)",2011-10-01
Vacant/Abandoned Building,11-03883008,10/01/2011,Front,,Open,,Vacant,False,False,7929,S,BURNHAM,AVE,60617.0,1196217.35000295,1852932.47002759,7.0,4.0,46.0,41.75132986843854,-87.55652452953754,"(41.75132986843854, -87.55652452953755)",2011-10-01
Vacant/Abandoned Building,11-03883094,10/01/2011,Rear,,Open,,Vacant,False,False,5340,W,RACE,AVE,60644.0,1140652.76162947,1903037.13570356,37.0,15.0,25.0,41.89002113483141,-87.7589161434608,"(41.89002113483141, -87.75891614346078)",2011-10-01
Vacant/Abandoned Building,11-03883249,10/01/2011,Front,,Open,REAR DOOR,Vacant,False,True,8442,S,LUELLA,AVE,60617.0,1192643.8847273001,1849436.90923253,8.0,4.0,46.0,41.741825538840814,-87.56973295481008,"(41.74182553884081, -87.56973295481009)",2011-10-01
